Unnamed: 0_x,Contact_ID,Source_Folder_x,Q1_Topic_Introduced_By,Q2_Price_Increase_Introduction,Q3_Renewal_Fee_Mentioned,Q4_Percentage_Price_Increase_Mentioned,Q5_Monetary_Price_Increase_Mentioned,Q6_Price_Range_Mentioned,Q7_Customer_Asked_For_Justification,Q10_Customer_Response,Q11_Desire_To_Cancel,Q12_Discount_Offered,Q14_Agent_Response_To_Cancel,Previous_Year_Price,Current_Year_Price,Unnamed: 0_y,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process,Unnamed: 0,Source_Folder_y,Explicit_Competitor_Mention,Implied_Competitor_Mention,Explicit_Switching_Intent,Implied_Switching_Intent,Competitor_Names_Listed,Mentioned_Alcumus_Competitors
6399,564233255751,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6334,08_10_2024,No,No,No,No,COMP_NO,No
6400,564233262145,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6335,08_10_2024,No,No,No,No,COMP_NO,No
6401,564233310593,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6338,08_10_2024,No,No,No,No,COMP_NO,No
6402,564233322149,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,828.0,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,CARD,22.5,Member Only,Independent,Independent,0.0,6.0,4+,Band C1,2024-10-11 04:00:27.520,3.0,Within 13 Days After Renewal,Paid Late,919.0,919.0,1.0,1.0,process,6341,08_10_2024,No,No,No,No,COMP_NO,No
6403,564233390467,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,835.0,2024-10-08,Won,Renewed,2024-10-18,2024-10-01,BACS,27.5,Accredited,Anchored,4-9,6.0,6.0,4+,Band C1,2024-10-21 00:00:00.000,3.0,Within 13 Days After Renewal,Paid Late,749.0,919.0,0.0,0.0,process,6346,08_10_2024,No,No,No,No,COMP_NO,No
6404,564233400899,08_10_2024,Agent,"The price increase was introduced as an auto-renewal email with an inaccurate price, which was later corrected by the agent.","Yes, £0 (implied, as the agent mentioned a discount would be added)",No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6518,08_10_2024,No,No,No,No,COMP_NO,No
6405,564233405440,08_10_2024,Agent,"The agent mentioned that the membership payment is due annually and that the price has increased, but did not explicitly state the new price.","Yes, £845",No,Yes,£695 to £845,Yes,Neutral,Renewed,No,Not Discussed,£695,£845,5348.0,2024-10-08,Won,Renewed,2024-10-18,2024-10-01,BACS,24.5,Accredited,Anchored,1,1.0,1.0,1,Band C1,2024-10-18 00:00:00.000,0.0,On Renewal Date,Paid on Time,949.0,949.0,0.0,0.0,process,6348,08_10_2024,No,No,No,No,COMP_NO,No
6406,564233405569,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,840.0,2024-10-08,Lost,No Longer Trading,2024-10-08,2024-10-01,,24.5,In Progress,Anchored,1,1.0,3.0,3,Band D,,,,,,1279.0,0.0,0.0,process,6349,08_10_2024,No,No,No,No,COMP_NO,No
6407,564233414802,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6351,08_10_2024,No,No,No,No,COMP_NO,No
6408,564233431555,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6353,08_10_2024,No,No,No,No,COMP_NO,No
6409,564233450551,08_10_2024,Agent,"The price increase was introduced as part of the annual membership renewal, with the agent explaining the cycle of membership, accreditation, and reaccreditation.","Yes, £844.80",No,Yes,£820.80 to £844.80,No,Neutral,Renewed,No,Not Discussed,£820.80,£844.80,,,,,,,,,,,,,,,,,,,,,,,,,6357,08_10_2024,No,No,No,No,COMP_NO,No
6410,564233476834,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6358,08_10_2024,No,No,No,No,COMP_NO,No
6411,564233478058,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6359,08_10_2024,No,No,No,No,COMP_NO,No
6412,564233481379,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6360,08_10_2024,No,No,No,No,COMP_NO,No
6413,564233498726,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6361,08_10_2024,No,No,No,No,COMP_NO,No
6414,564233525793,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6364,08_10_2024,No,No,No,No,COMP_NO,No
6415,564233584373,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6365,08_10_2024,No,No,No,No,COMP_NO,No
6416,564233585063,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6366,08_10_2024,No,No,No,No,COMP_NO,No
6417,564233604175,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6367,08_10_2024,No,No,No,No,COMP_NO,No
6418,564233620182,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6368,08_10_2024,No,No,No,No,COMP_NO,No
6419,564233628530,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6369,08_10_2024,No,No,No,No,COMP_NO,No
6420,564233639852,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,6689.0,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0.0,3.0,3,Band G,2024-10-08 15:49:00.000,0.0,On Renewal Date,Paid on Time,2439.0,2439.0,1.0,0.0,process,6370,08_10_2024,No,No,No,No,COMP_NO,No
6421,564233645222,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,5990.0,2024-10-08,Won,Renewed,2024-10-19,2024-10-01,CARD,24.5,Accredited,Anchored,1,1.0,1.0,1,Band B,2024-10-22 16:13:12.123,3.0,Within 13 Days After Renewal,Paid Late,599.0,684.0,0.0,1.0,process,6539,08_10_2024,No,No,No,No,COMP_NO,No
6422,564233654965,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,The agent asked if there was anything they could do to help but did not attempt to retain the customer with any specific offers or discounts.,Not Applicable,Not Applicable,4828.0,2024-10-08,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,26.0,Accredited,Anchored,1,1.0,2.0,2,Band A,,,,,,504.0,1.0,0.0,process,6371,08_10_2024,No,Yes,No,Yes,COMP_NO,No
6423,564233656033,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,862.0,2024-10-08,Won,Renewed,2024-10-19,2024-10-01,BACS,26.5,Accredited,Anchored,2,2.0,2.0,2,Band C1,2024-10-18 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,919.0,919.0,0.0,0.0,process,6372,08_10_2024,No,No,No,No,COMP_NO,No
6424,564233657110,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,863.0,2024-10-08,Won,Renewed,2024-10-19,2024-10-01,BACS,26.5,Accredited,Anchored,2,2.0,2.0,2,Band C1,2024-10-18 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,919.0,919.0,0.0,0.0,process,6373,08_10_2024,No,No,No,No,COMP_NO,No
6425,564233674104,08_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,870.0,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,BACS,25.5,Accredited,Independent,Independent,0.0,5.0,4+,Band B,2024-10-07 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599.0,0.0,0.0,process,6374,08_10_2024,No,No,No,No,COMP_NO,No
6426,564233689542,08_10_2024,Customer,"The customer mentioned the price increase as a reason for not renewing, stating it would be ""wasted money.""",No,No,No,Not Discussed,No,Negative,Desired to Cancel,No,The agent did not attempt to retain the customer with a discount or alternative offer.,Not Applicable,Not Applicable,5751.0,2024-10-08,Lost,Do Not Work for Client,2024-10-23,2024-10-01,,26.5,Accredited,Anchored,1,1.0,4.0,4+,Band B,,,,,,599.0,1.0,0.0,process,6545,08_10_2024,No,Yes,No,Yes,COMP_CO,Yes
6427,564233702513,08_10_2024,Agent,The price increase was introduced as part of the automatic renewal process for the Safe Contractor membership.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,874.0,2024-10-08,Won,Renewed,2024-10-25,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0.0,1.0,1,Band C2,2024-12-05 16:34:18.060,41.0,1-2 Months After Renewal,Paid Late,788.8,1069.0,1.0,1.0,process,6375,08_10_2024,No,Yes,No,Yes,COMP_CO,Yes
6428,564233908196,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6376,09_10_2024,No,No,No,No,COMP_NO,No
6429,564233917960,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6554,09_10_2024,No,No,No,No,COMP_NO,No
6430,564233947860,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6377,09_10_2024,No,No,No,No,COMP_NO,No
6431,564233991402,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6567,09_10_2024,No,No,No,No,COMP_NO,No
6432,564234048825,09_10_2024,Agent,The agent mentioned the membership renewal and auto-renewal setup.,No,No,No,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,4939.0,2024-10-09,Won,Renewed,2024-10-31,2024-10-01,CARD,26.5,Accredited,Anchored,1,1.0,5.0,4+,Band B,2024-10-31 09:08:39.767,0.0,On Renewal Date,Paid on Time,599.0,599.0,1.0,1.0,process,6378,09_10_2024,No,No,No,No,COMP_NO,No
6433,564234071551,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6379,09_10_2024,No,No,No,No,COMP_NO,No
6434,564234072111,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,910.0,2024-10-09,Won,Renewed,2024-10-02,2024-10-01,CARD,24.5,Accredited,Anchored,1,1.0,1.0,1,Band B,2024-10-18 15:46:01.253,16.0,Within 1 Month After Renewal,Paid Late,567.0,684.0,0.0,1.0,process,6380,09_10_2024,No,No,No,No,COMP_NO,No
6435,564234084921,09_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6381,09_10_2024,No,No,No,No,COMP_NO,No
6436,565091324973,23_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,Yes,Negative,Desired to Cancel,No,The agent apologized for any miscommunication and offered to close the account without leaving any negative marks on the portal.,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6610,23_10_2024,No,Yes,No,Yes,COMP_CH,Yes
6437,565227703744,24_10_2024,Agent,"The price increase was introduced as a difference in packages, with the Express package having a faster turnaround time compared to the Standard package.","Yes, £2139",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6383,24_10_2024,No,No,No,No,COMP_NO,No
6438,565227703751,24_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,2731.0,2024-10-24,Open,Attempted Contact,2024-10-24,2024-10-01,,27.0,Accredited,Anchored,2,2.0,5.0,4+,Band D,,,,,,1279.0,0.0,0.0,process,6384,24_10_2024,No,No,No,No,COMP_NO,No
6439,565227704975,24_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6385,24_10_2024,No,No,No,No,COMP_NO,No
6440,565227853816,24_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6389,24_10_2024,No,No,No,No,COMP_NO,No
6441,565228643617,25_10_2024,Agent,"The price increase was introduced as a result of a review by the manager, offering a discount on the original membership cost.","Yes, £478.80",No,Yes,£718.80 to £478.80,Yes,Negative,Desired to Cancel,Yes,"The agent offered a discount, an extended membership period, and additional support to retain the customer.",£718.80,£478.80,2814.0,2024-10-25,Lost,Anchor client close down,2024-10-26,2024-10-01,,22.0,Member Only,Independent,Independent,0.0,2.0,2,Band B,,,,,,599.0,0.0,0.0,process,6396,25_10_2024,No,No,No,No,COMP_NO,No
6442,565228778362,25_10_2024,Agent,The agent introduced the price increase by stating the new renewal fee amount and explaining the value of the membership.,"Yes, £844.80",No,Yes,Not Discussed,Yes,Negative,Desired to Cancel,No,"The agent offered to help the customer find new clients and provided information about the benefits of the membership, but did not attempt to retain the customer with a discount or other incentive.",Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6398,25_10_2024,No,Yes,No,Yes,COMP_CH,Yes
6443,565228869286,25_10_2024,Agent,The price increase was introduced when the agent mentioned the current renewal price and offered to price match to keep the customer on the express package.,"Yes, 684 (plus VAT) for the express package and 599 (plus VAT) for the standard package.",No,Yes,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6619,25_10_2024,No,Yes,No,Yes,COMP_NO,No
6444,565432833371,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6404,28_10_2024,No,No,No,No,COMP_NO,No
6445,565432914333,28_10_2024,Agent,"The price increase was introduced as a result of the account being due for auto-renewal, with the agent mentioning a previous conversation about the price and offering a discounted rate.","Yes, £1,828",No,Yes,"£2,009 to £1,828",No,Neutral,Renewed,Yes,Not Discussed,"£2,009","£1,828",5690.0,2024-10-28,Won,Renewed,2024-10-22,2024-10-01,BACS,27.0,Accredited,Anchored,2,2.0,6.0,4+,Band F1,2024-10-28 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,1828.1,2009.0,1.0,0.0,process,6407,28_10_2024,No,No,No,No,COMP_NO,No
6446,565432916392,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6622,28_10_2024,No,No,No,No,COMP_NO,No
6447,565432941565,28_10_2024,Customer,"The price increase was introduced as a membership renewal fee of £1,282.80, which was mentioned by the customer.","Yes, £1,282.80",No,No,"£1,069 to £1,282.80",No,Neutral,Renewed,No,Not applicable,"£1,069","£1,282.80",,,,,,,,,,,,,,,,,,,,,,,,,6410,28_10_2024,No,No,No,No,COMP_NO,No
6448,565432963263,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,4807.0,2024-10-28,Won,Renewed,2024-10-07,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0.0,10.0,4+,Band C1,2024-10-31 15:47:00.000,24.0,Within 1 Month After Renewal,Paid Late,799.0,799.0,1.0,1.0,process,6411,28_10_2024,No,No,No,No,COMP_NO,No
6449,565433040518,28_10_2024,Customer,"The price increase was introduced as part of the renewal process, with the customer mentioning a new renewal fee amount.","Yes, £949 plus VAT",No,Yes,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,2907.0,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4.0,14.0,4+,Band C2,2024-10-28 10:54:58.533,2.0,Within 13 Days After Renewal,Paid Late,949.0,949.0,1.0,1.0,process,6416,28_10_2024,No,No,No,No,COMP_NO,No
6450,565433044891,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,2910.0,2024-10-28,Lost,Not Value for Money,2024-10-28,2024-10-01,,22.0,Member Only,Independent,Independent,0.0,2.0,2,Band B,,,,,,704.0,1.0,0.0,process,6417,28_10_2024,No,No,No,No,COMP_NO,No
6451,565433045458,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6418,28_10_2024,No,No,No,No,COMP_NO,No
6452,565433073302,28_10_2024,Agent,The price increase was introduced as a revised membership renewal fee due to not receiving the SSIP credit.,"Yes, £1,260.24",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,2915.0,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,27.0,Accredited,Anchored,4-9,4.0,2.0,2,Band D,2024-10-29 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,1050.2,1279.0,0.0,0.0,process,6420,28_10_2024,No,No,No,No,COMP_NO,No
6453,565433079793,28_10_2024,Agent,The agent introduced the price increase by stating the new renewal fee amount.,"Yes, £1,349 plus VAT",No,Yes,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,2917.0,2024-10-28,Won,Renewed,2024-10-29,2024-10-01,BACS,24.5,In Progress,Anchored,1,1.0,2.0,2,Band E,2024-10-28 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,1349.0,1349.0,0.0,0.0,process,6421,28_10_2024,No,Yes,No,No,COMP_NO,No
6454,565433082388,28_10_2024,Agent,The agent mentioned the price increase when discussing the renewal fee.,"Yes, £599 plus VAT",No,Yes,Not Discussed,Yes,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6422,28_10_2024,No,Yes,No,No,COMP_NO,No
6455,565433105724,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6423,28_10_2024,No,Yes,No,No,COMP_CH,Yes
6456,565433125968,28_10_2024,Agent,"The agent mentioned the price increase as part of the renewal process, stating the total amount including VAT.","Yes, £958.80",No,Yes,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,4778.0,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,26.5,Accredited,Anchored,1,1.0,4.0,4+,Band C1,2024-10-28 11:47:05.900,2.0,Within 13 Days After Renewal,Paid Late,799.0,799.0,1.0,1.0,process,6425,28_10_2024,No,No,No,No,COMP_NO,No
6457,565433129555,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,2923.0,2024-10-28,Won,Renewed,2024-10-18,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0.0,1.0,1,Band B,2024-10-28 16:53:00.000,10.0,Within 13 Days After Renewal,Paid Late,704.0,704.0,1.0,0.0,process,6426,28_10_2024,No,No,No,No,COMP_NO,No
6458,565433134716,28_10_2024,Agent,The agent mentioned the price increase while confirming the amount with the customer.,"Yes, £914.64",No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6428,28_10_2024,No,No,No,No,COMP_NO,No
6459,565433150573,28_10_2024,Agent,The agent mentioned the price rise as part of the membership renewal process.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6430,28_10_2024,No,Yes,No,No,COMP_NO,No
6460,565433151283,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,Yes,Not Discussed,Not Applicable,Not Applicable,2926.0,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,27.0,Accredited,Anchored,1,1.0,7.0,4+,Band C2,,,,,,949.0,0.0,0.0,process,6431,28_10_2024,No,No,No,Yes,COMP_CO,Yes
6461,565433185349,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6635,28_10_2024,No,No,No,No,COMP_NO,No
6462,565433187252,28_10_2024,Customer,"The customer mentioned a price increase, and the agent explained it was due to turnover and other factors.","Yes, £799",No,Yes,£749 to £799,Yes,Neutral,Renewed,Yes,Not Discussed,£749,£799,,,,,,,,,,,,,,,,,,,,,,,,,6433,28_10_2024,Yes,Yes,No,Yes,COMP_CO,Yes
6463,565433190255,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,6316.0,2024-10-28,Won,Renewed,2024-10-18,2024-10-01,CARD,24.5,Accredited,Anchored,1,1.0,1.0,1,Band D,2024-10-28 12:33:49.400,10.0,Within 13 Days After Renewal,Paid Late,1159.0,1279.0,1.0,1.0,process,6434,28_10_2024,No,No,No,No,COMP_NO,No
6464,565433246303,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6438,28_10_2024,No,No,No,No,COMP_NO,No
6465,565433252614,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6439,28_10_2024,No,No,No,No,COMP_NO,No
6466,565433254188,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6639,28_10_2024,No,No,No,No,COMP_NO,No
6467,565433273950,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6442,28_10_2024,No,No,No,No,COMP_NO,No
6468,565433276133,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6443,28_10_2024,No,No,No,No,COMP_NO,No
6469,565433276664,28_10_2024,Agent,The agent mentioned the renewal and that the price remains the same as the previous year.,"Yes, £600-£700 (implied, not explicitly stated as the new renewal fee, but mentioned as the previous year's payment)",No,No,Not Discussed,Yes,Negative,"Renewed (implied, as the customer did not explicitly state a desire to cancel and the agent mentioned the automatic renewal)",No,Not Applicable (as the customer did not cancel),Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6444,28_10_2024,No,Yes,No,Yes,COMP_NO,No
6470,565433277931,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,2940.0,2024-10-28,Lost,Not Value for Money,2024-10-26,2024-10-01,,25.5,Accredited,Independent,Independent,0.0,4.0,4+,Band B,,,,,,599.0,0.0,0.0,process,6445,28_10_2024,No,Yes,No,Yes,COMP_NO,No
6471,565433304705,28_10_2024,Customer,"The price increase was introduced when the customer mentioned it had ""gone up quite a lot from last year.""","Yes, £704 (plus VAT) initially, then £634 (plus VAT) after the discount.",No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6446,28_10_2024,No,No,No,No,COMP_NO,No
6472,565433305671,28_10_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,6447,28_10_2024,Yes,Yes,No,No,COMP_NO,Yes
6473,565433324442,28_10_2024,Agent,"The agent mentioned the total amount, including VAT, is £1,318.80.","Yes, £1,318.80",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,5291.0,2024-10-28,Won,Renewed,2024-10-23,2024-10-01,CARD,26.0,Accredited,Independent,Independent,0.0,12.0,4+,Band C2,2024-10-28 14:11:25.117,5.0,Within 13 Days After Renewal,Paid Late,1099.0,1099.0,1.0,1.0,process,6449,28_10_2024,No,No,No,No,COMP_NO,No
